url,status_code,title,meta_description,canonical,schema_types,text_length,h1_count,h2_count,h3_count,h4_count,h5_count,h6_count,internal_links,external_links,nofollow_links,target_keyword
https://molo.com,200,MOLO | Organic & colourful clothing for children,"Molo Official Webshop. We're not a big design factory that treats children's clothing as a secondary line. For us, kids come first, and our clothing reflects this passion.
 
",https://www.molo.com/,Organization,2487,1,0,0,0,0,0,69,21,0,
https://molo.com/,200,MOLO | Organic & colourful clothing for children,"Molo Official Webshop. We're not a big design factory that treats children's clothing as a secondary line. For us, kids come first, and our clothing reflects this passion.
 
",https://www.molo.com/,Organization,2487,1,0,0,0,0,0,69,21,0,
https://molo.com/looks/,200,LookBook,,https://www.molo.com/looks/,Organization,1266,2,0,0,0,0,0,163,12,0,
https://molo.com/basket/,200,Basket,,https://www.molo.com/basket/,Organization,1183,1,0,0,0,0,0,61,12,0,
https://molo.com/sale/,200,Molo Sale | Up to 50% off | Free shipping over 75€,"Molo Official Webshop. Save up to 50%. Molo children's and baby clothes on sale. Large selection of outerwear, snowsuits, sweatshirts, pants, dresses t-shirts and much more.",https://www.molo.com/sale/,Organization,1237,7,0,0,0,0,0,58,12,0,
https://molo.com/girl/,200,Molo clothes for girls | Organic & colourful girls’ clothes - Molo,"Molo official webshop. Molo is a Scandinavian GOTS* certified organic company focusing on design, quality and originality. Molo offers a wide selection of colourful clothes in a clean Scandinavian design for girls. Shop a grand selection of dresses, jackets, sweatshirts leggings, t-shirts and much more.",https://www.molo.com/girl/?items=all,Organization,10633,2,0,0,0,0,0,399,12,2,
https://molo.com/boy/,200,Boys clothes - Urban design and high quality kids clothes - Molo,Dress your kids in Molo boys clothes. Huge selection of cool and urban clothing in high quality for boys. Fast delivery. Shop online now!,https://www.molo.com/boy/?items=all,Organization,7212,2,0,0,0,0,0,282,12,2,
https://molo.com/outerwear/,200,"Molo Outerwear | Jackets, coats and snowsuits for kids  - Molo",Molo Official Webshop. Molo’s high-quality outerwear for boys and girls are designed for an active lifestyle with plenty of playing and outdoor exploring. The outerwear provides all the necessary functional details while lasting wash after wash. See all models and colours from Molo's outerwear collection here.,https://www.molo.com/outerwear/?items=all,Organization,7359,2,0,0,0,0,0,296,12,1,
https://molo.com/accessories/,200,"Molo accessories for kids | Tights, socks, caps, bacpacks and much more - Molo","Molo official webshop. Molo’s collection of accessories for kids is full of playful prints and unique designs for boys and girls. Find everything from socks, tights, bibs, blankets, ski goggles, gloves, mittens, bags, backpacks to sunglasses and hats.",https://www.molo.com/accessories/?items=all,Organization,6045,2,0,0,0,0,0,227,12,2,
https://molo.com/baby-toddler/,200,Molo | Shop the newest collection for babies & toddlers,,https://www.molo.com/baby-toddler/,Organization,1234,6,0,0,0,0,0,57,12,0,
https://molo.com/swimwear/,200,"Molo swimwear for kids | Swimsuits, shorts, bikinis & UV-clothes | UPF50+ - Molo","Molo official webshop. Molo’s collection of UV- protective swimwear is full of playful swim styles with fun colours and prints. The collection includes swimsuits, bikinis, swim trunks, boardies, rash guards.",https://www.molo.com/swimwear/?items=all,Organization,13561,2,0,0,0,0,0,386,12,2,
https://molo.com/responsibility/overview/,200,Responsibility,,https://www.molo.com/responsibility/overview/,Organization,3994,1,0,0,0,0,0,51,17,0,
https://molo.com/responsibility/certifications/,200,Certifications,"Molo offers a large selection of children's clothing made from organic cotton, the majority of which are also GOTS certified. Find a large selection of dresses, t-shirts, pants, clothes and more.",https://www.molo.com/responsibility/certifications/,Organization,3607,1,0,0,0,0,0,51,15,0,
https://molo.com/guides/jeans-fit-guide/,200,Jeans Fit Guide,"Check out our jeans fit guide to find the perfect fit for your child.

Children come in all sizes and, because of that, all our jeans are
made with an adjustable waist. The jeans also have press buttons up
till size 134 cm/9 yrs to make them easy to wear.",https://www.molo.com/guides/jeans-fit-guide/,Organization,1143,0,0,0,0,0,0,51,27,0,
https://molo.com/guides/outerwear-guide/,200,Outerwear Guide,,https://www.molo.com/guides/outerwear-guide/,Organization,5670,1,0,0,0,0,0,51,17,0,
https://molo.com/guides/ski-wear/,200,Ski wear guide,Molo official webshop | Keep your children warm and dry on the slopes with style. Molo's high quality technical outerwear and ski wear is made of premium materials and is designed with style.,https://www.molo.com/guides/ski-wear/,Organization,2663,5,0,0,0,0,0,67,13,0,
https://molo.com/guides/snowsuit-guide/,200, Snowsuit Guide,Explore Molo's grand selection of snowsuits for kids of all ages. NEW: Introducing sustainable snowsuits made from recycled materials. Molo Snowsuits are wind and waterproof and lasts for an active life. ,https://www.molo.com/guides/snowsuit-guide/,Organization,5464,1,0,0,0,0,0,51,13,0,
https://molo.com/guides/rainwear-guide/,200,Rainwear Guide,Molo official webshop. Rainy days shouldn’t keep your kids from having fun outdoors. Molo’s rainwear collection is crafted in high-quality materials making it perfect even for the biggest downpours and all the great mud puddles. Molo rainwear is PFC-free and made without any harmful chemicals. ,https://www.molo.com/guides/rainwear-guide/,Organization,4335,1,0,0,0,0,0,117,16,0,
